"year","sex","ragegrp","count","Cancer.Type"
2004,"Female",10,269,"Melanoma"
2017,"Female",15,414,"Melanoma"
2001,"Female",16,248,"Melanoma"
1992,"Male",16,145,"Melanoma"
2004,"Female",11,277,"Melanoma"
2006,"Male",7,299,"Melanoma"
2008,"Female",10,316,"Melanoma"
2017,"Male",7,414,"Melanoma"
2004,"Female",12,281,"Melanoma"
2000,"Female",11,236,"Melanoma"
2013,"Female",18,374,"Melanoma"
1993,"Female",16,158,"Melanoma"
2002,"Male",6,248,"Melanoma"
1992,"Female",5,153,"Melanoma"
2017,"Female",18,415,"Melanoma"
2010,"Male",8,341,"Melanoma"
2018,"Male",6,408,"Melanoma"
1992,"Female",7,150,"Melanoma"
2002,"Male",9,246,"Melanoma"
2004,"Female",15,273,"Melanoma"
1992,"Female",8,150,"Melanoma"
2016,"Female",12,392,"Melanoma"
2022,"Male",10,459,"Melanoma"
2004,"Female",16,268,"Melanoma"
2016,"Female",13,385,"Melanoma"
1994,"Male",8,181,"Melanoma"
2015,"Female",16,391,"Melanoma"
1996,"Female",13,202,"Melanoma"
2020,"Female",16,445,"Melanoma"
1994,"Male",9,173,"Melanoma"
2021,"Male",15,451,"Melanoma"
1996,"Female",14,200,"Melanoma"
2010,"Male",12,336,"Melanoma"
2005,"Male",6,275,"Melanoma"
2006,"Male",14,303,"Melanoma"
2012,"Female",17,348,"Melanoma"
2020,"Female",18,428,"Melanoma"
2005,"Male",8,293,"Melanoma"
2000,"Female",18,231,"Melanoma"
1996,"Female",16,199,"Melanoma"
2015,"Female",10,382,"Melanoma"
1994,"Male",12,176,"Melanoma"
2006,"Male",16,287,"Melanoma"
2016,"Female",18,387,"Melanoma"
2021,"Male",8,439,"Melanoma"
1994,"Male",13,180,"Melanoma"
2006,"Male",17,299,"Melanoma"
2021,"Female",7,435,"Melanoma"
2015,"Female",12,393,"Melanoma"
2021,"Male",9,443,"Melanoma"
2021,"Male",10,447,"Melanoma"
2003,"Female",15,261,"Melanoma"
2019,"Female",13,434,"Melanoma"
2001,"Male",9,241,"Melanoma"
2017,"Male",9,410,"Melanoma"
2006,"Female",8,288,"Melanoma"
2018,"Male",17,425,"Melanoma"
2019,"Female",14,426,"Melanoma"
1993,"Male",6,170,"Melanoma"
2017,"Male",10,395,"Melanoma"
2018,"Male",18,419,"Melanoma"
1998,"Female",7,221,"Melanoma"
2018,"Female",5,408,"Melanoma"
1997,"Male",10,209,"Melanoma"
2014,"Female",8,378,"Melanoma"
1994,"Male",18,172,"Melanoma"
1999,"Female",6,234,"Melanoma"
1997,"Male",11,201,"Melanoma"
2010,"Female",9,327,"Melanoma"
2018,"Female",9,405,"Melanoma"
2004,"Male",18,282,"Melanoma"
2010,"Female",11,335,"Melanoma"
2005,"Male",17,275,"Melanoma"
1993,"Male",11,171,"Melanoma"
2017,"Male",14,409,"Melanoma"
1994,"Female",9,165,"Melanoma"
2005,"Male",18,291,"Melanoma"
2010,"Male",13,340,"Melanoma"
1994,"Female",10,177,"Melanoma"
2005,"Female",5,282,"Melanoma"
2005,"Female",6,278,"Melanoma"
2013,"Male",17,368,"Melanoma"
2018,"Female",13,418,"Melanoma"
2005,"Female",8,294,"Melanoma"
2021,"Female",6,447,"Melanoma"
2001,"Male",17,245,"Melanoma"
2018,"Female",14,425,"Melanoma"
2017,"Female",16,400,"Melanoma"
2001,"Male",18,235,"Melanoma"
1994,"Female",13,168,"Melanoma"
2018,"Female",15,424,"Melanoma"
2006,"Female",17,294,"Melanoma"
2013,"Female",8,357,"Melanoma"
2019,"Female",16,421,"Melanoma"
2018,"Female",16,408,"Melanoma"
2009,"Female",10,330,"Melanoma"
1997,"Female",4,207,"Melanoma"
1997,"Female",6,202,"Melanoma"
2018,"Female",17,421,"Melanoma"
2001,"Female",10,248,"Melanoma"
2013,"Female",10,362,"Melanoma"
1994,"Female",16,185,"Melanoma"
2011,"Male",6,354,"Melanoma"
2001,"Female",11,253,"Melanoma"
2020,"Male",15,427,"Melanoma"
2021,"Female",12,437,"Melanoma"
2008,"Male",18,318,"Melanoma"
2019,"Male",17,421,"Melanoma"
2019,"Male",18,427,"Melanoma"
1997,"Female",11,198,"Melanoma"
2011,"Female",7,350,"Melanoma"
2018,"Female",10,421,"Melanoma"
2019,"Female",6,416,"Melanoma"
2021,"Female",14,450,"Melanoma"
2000,"Female",5,244,"Melanoma"
2020,"Male",18,439,"Melanoma"
2012,"Female",5,345,"Melanoma"
2002,"Female",13,263,"Melanoma"
2012,"Female",6,353,"Melanoma"
2017,"Female",17,400,"Melanoma"
1993,"Female",13,163,"Melanoma"
2021,"Female",16,440,"Melanoma"
2003,"Male",13,256,"Melanoma"
2016,"Female",6,391,"Melanoma"
2006,"Female",15,290,"Melanoma"
2015,"Male",12,378,"Melanoma"
2008,"Female",9,310,"Melanoma"
2005,"Male",10,291,"Melanoma"
2003,"Female",14,255,"Melanoma"
2021,"Female",18,452,"Melanoma"
2006,"Male",8,300,"Melanoma"
2016,"Female",9,395,"Melanoma"
1998,"Male",9,205,"Melanoma"
2019,"Male",7,419,"Melanoma"
2014,"Male",6,385,"Melanoma"
2016,"Female",10,402,"Melanoma"
2003,"Female",16,271,"Melanoma"
2020,"Female",13,435,"Melanoma"
2006,"Male",10,298,"Melanoma"
2016,"Female",11,403,"Melanoma"
2014,"Male",8,372,"Melanoma"
1998,"Male",8,212,"Melanoma"
2009,"Male",12,325,"Melanoma"
2011,"Male",17,351,"Melanoma"
2018,"Male",8,418,"Melanoma"
1994,"Male",11,176,"Melanoma"
2005,"Female",10,288,"Melanoma"
2022,"Female",9,465,"Melanoma"
2002,"Female",11,255,"Melanoma"
2015,"Male",18,395,"Melanoma"
2019,"Female",17,422,"Melanoma"
2006,"Female",11,294,"Melanoma"
2022,"Female",11,445,"Melanoma"
2019,"Female",7,431,"Melanoma"
1994,"Male",10,180,"Melanoma"
2000,"Female",17,238,"Melanoma"
2016,"Male",5,388,"Melanoma"
2012,"Male",18,357,"Melanoma"
2006,"Male",18,305,"Melanoma"
2007,"Female",4,295,"Melanoma"
2006,"Male",15,291,"Melanoma"
2014,"Female",13,369,"Melanoma"
2021,"Male",7,443,"Melanoma"
2008,"Female",7,315,"Melanoma"
2010,"Male",18,334,"Melanoma"
2018,"Male",14,423,"Melanoma"
1996,"Female",17,201,"Melanoma"
2006,"Female",9,302,"Melanoma"
2006,"Female",16,293,"Melanoma"
1997,"Male",4,199,"Melanoma"
2016,"Male",10,386,"Melanoma"
2006,"Female",10,299,"Melanoma"
2012,"Male",7,351,"Melanoma"
2015,"Male",17,375,"Melanoma"
2020,"Female",15,425,"Melanoma"
2006,"Female",7,291,"Melanoma"
2006,"Female",18,290,"Melanoma"
2015,"Male",8,383,"Melanoma"
2022,"Female",6,457,"Melanoma"
2003,"Male",4,273,"Melanoma"
2007,"Female",18,310,"Melanoma"
2007,"Female",15,296,"Melanoma"
1998,"Female",4,211,"Melanoma"
2014,"Female",7,377,"Melanoma"
2019,"Female",18,427,"Melanoma"
1996,"Male",9,198,"Melanoma"
2013,"Female",7,374,"Melanoma"
2006,"Female",14,291,"Melanoma"
2006,"Male",11,286,"Melanoma"
2015,"Male",11,388,"Melanoma"
2002,"Female",14,259,"Melanoma"
2001,"Female",9,241,"Melanoma"
2022,"Female",10,456,"Melanoma"
2013,"Female",9,360,"Melanoma"
2000,"Male",8,238,"Melanoma"
2018,"Female",11,420,"Melanoma"
2014,"Male",12,381,"Melanoma"
2010,"Female",6,336,"Melanoma"
2002,"Female",8,253,"Melanoma"
2015,"Female",18,387,"Melanoma"
2002,"Male",10,260,"Melanoma"
2005,"Female",17,288,"Melanoma"
1996,"Male",10,201,"Melanoma"
2022,"Male",7,459,"Melanoma"
2016,"Female",8,399,"Melanoma"
1994,"Female",15,171,"Melanoma"
2014,"Male",7,371,"Melanoma"
2007,"Male",5,302,"Melanoma"
2000,"Male",18,230,"Melanoma"
2020,"Male",14,434,"Melanoma"
2008,"Male",6,322,"Melanoma"
2021,"Female",10,439,"Melanoma"
2008,"Male",8,318,"Melanoma"
1998,"Female",18,205,"Melanoma"
2001,"Female",15,244,"Melanoma"
2004,"Female",8,273,"Melanoma"
2012,"Male",6,346,"Melanoma"
1997,"Female",7,207,"Melanoma"
2016,"Male",16,403,"Melanoma"
2020,"Female",17,437,"Melanoma"
2021,"Male",12,450,"Melanoma"
2015,"Male",9,386,"Melanoma"
2018,"Male",7,425,"Melanoma"
2002,"Female",12,258,"Melanoma"
2017,"Female",6,401,"Melanoma"
